-51.8433179723502	-57.0175438596491	-1
-51.8433179723502	-48.2456140350877	-1
-47.6958525345622	-30.1169590643275	-1
-44.0092165898617	-11.9883040935673	-1
-33.8709677419355	16.0818713450292	-1
-27.4193548387097	27.7777777777778	-1
-13.5944700460829	38.8888888888889	-1
-5.76036866359445	39.4736842105263	-1
18.2027649769585	38.3040935672515	-1
35.2534562211982	31.2865497076023	-1
47.6958525345622	21.9298245614035	-1
59.6774193548387	10.8187134502924	-1
61.9815668202765	30.7017543859649	-1
62.9032258064516	42.9824561403509	-1
55.0691244239632	55.8479532163743	-1
36.6359447004608	68.1286549707602	-1
1.15207373271889	74.5614035087720	-1
43.5483870967742	51.7543859649123	-1
-1.15207373271889	58.7719298245614	-1
-32.9493087557604	68.1286549707602	-1
-0.691244239631317	20.1754385964912	1
-11.2903225806452	11.4035087719298	1
-22.3502304147465	-4.97076023391813	1
-27.4193548387097	-28.9473684210526	1
-29.2626728110599	-48.8304093567251	1
-28.8018433179723	-64.6198830409357	1
-20.9677419354839	-42.3976608187135	1
-10.3686635944700	-11.4035087719298	1
-2.99539170506912	0.877192982456151	1
7.60368663594471	20.1754385964912	1
16.3594470046083	1.46198830409357	1
43.5483870967742	-29.5321637426900	1
41.2442396313364	9.64912280701755	1
25.5760368663595	-18.4210526315790	1
4.83870967741936	-31.8713450292398	1
9.44700460829495	-14.3274853801170	1
19.1244239631336	-51.7543859649123	1
-10.3686635944700	-65.7894736842105	1
59.2165898617512	-16.6666666666667	1
67.5115207373272	-44.7368421052632	1
